,HealthTopic,Population,Indicator,Unit,Time,RegionCode,RegionName,NumValue,Distribution,Category,Value
18632,Dengue,Travel-associated cases,Age standardised rate,%,2014,DK,Denmark,38.72296870564878,Distribution by age (travel associated cases),5-14,13.220677757717878
18633,Dengue,Travel-associated cases,Age standardised rate,%,2014,DK,Denmark,38.72296870564878,Distribution by age (travel associated cases),15-24,13.220677757717878
18634,Dengue,Travel-associated cases,Age standardised rate,%,2014,DK,Denmark,38.72296870564878,Distribution by age (travel associated cases),25-44,13.220677757717878
18635,Dengue,Travel-associated cases,Age standardised rate,%,2014,DK,Denmark,38.72296870564878,Distribution by age (travel associated cases),45-64,13.220677757717878
18636,Dengue,Travel-associated cases,Age standardised rate,%,2014,DK,Denmark,38.72296870564878,Distribution by age (travel associated cases),65+,13.220677757717878
18637,Dengue,Travel-associated cases,Age standardised rate,%,2014,DK,Denmark,38.72296870564878,Distribution by gender (travel associated cases),Male,13.220677757717878
18638,Dengue,Travel-associated cases,Age standardised rate,%,2014,DK,Denmark,38.72296870564878,Distribution by gender (travel associated cases),Female,13.220677757717878
18639,Dengue,Travel-associated cases,Age standardised rate,%,2014,EE,Estonia,38.72296870564878,Distribution by age (travel associated cases),0-4,0.0
18640,Dengue,Travel-associated cases,Age standardised rate,%,2014,EE,Estonia,38.72296870564878,Distribution by age (travel associated cases),5-14,0.0
18603,Dengue,Travel-associated cases,Age standardised rate,%,2014,AT,Austria,38.72296870564878,Distribution by age (travel associated cases),45-64,27.5
18604,Dengue,Travel-associated cases,Age standardised rate,%,2014,AT,Austria,38.72296870564878,Distribution by age (travel associated cases),65+,7.5
18605,Dengue,Travel-associated cases,Age standardised rate,%,2014,AT,Austria,38.72296870564878,Distribution by gender (travel associated cases),Male,55.0
18606,Dengue,Travel-associated cases,Age standardised rate,%,2014,AT,Austria,38.72296870564878,Distribution by gender (travel associated cases),Female,45.0
18607,Dengue,Travel-associated cases,Age standardised rate,%,2014,BE,Belgium,38.72296870564878,Distribution by age (travel associated cases),0-4,1.06382978
18608,Dengue,Travel-associated cases,Age standardised rate,%,2014,BE,Belgium,38.72296870564878,Distribution by age (travel associated cases),5-14,4.25531914
1780,Dengue,All cases,Age standardised rate,%,2014,AT,Austria,38.72296870564878,Distribution by gender,Male,52.74725274
1781,Dengue,All cases,Age standardised rate,%,2014,AT,Austria,38.72296870564878,Distribution by gender,Female,47.25274725
1782,Dengue,All cases,Age standardised rate,%,2014,AT,Austria,38.72296870564878,Distribution by travel associated,Yes,87.91208791
1783,Dengue,All cases,Age standardised rate,%,2014,AT,Austria,38.72296870564878,Distribution by travel associated,No,0.0
18661,Dengue,Travel-associated cases,Age standardised rate,%,2014,ES,Spain,38.72296870564878,Distribution by gender (travel associated cases),Male,13.220677757717878
18662,Dengue,Travel-associated cases,Age standardised rate,%,2014,ES,Spain,38.72296870564878,Distribution by gender (travel associated cases),Female,13.220677757717878
18641,Dengue,Travel-associated cases,Age standardised rate,%,2014,EE,Estonia,38.72296870564878,Distribution by age (travel associated cases),15-24,0.0
18642,Dengue,Travel-associated cases,Age standardised rate,%,2014,EE,Estonia,38.72296870564878,Distribution by age (travel associated cases),25-44,88.88888888
18643,Dengue,Travel-associated cases,Age standardised rate,%,2014,EE,Estonia,38.72296870564878,Distribution by age (travel associated cases),45-64,11.11111111
18644,Dengue,Travel-associated cases,Age standardised rate,%,2014,EE,Estonia,38.72296870564878,Distribution by age (travel associated cases),65+,0.0
18621,Dengue,Travel-associated cases,Age standardised rate,%,2014,CZ,Czechia,38.72296870564878,Distribution by gender (travel associated cases),Male,13.220677757717878
18622,Dengue,Travel-associated cases,Age standardised rate,%,2014,CZ,Czechia,38.72296870564878,Distribution by gender (travel associated cases),Female,13.220677757717878
18623,Dengue,Travel-associated cases,Age standardised rate,%,2014,DE,Germany,38.72296870564878,Distribution by age (travel associated cases),0-4,0.16181229
18624,Dengue,Travel-associated cases,Age standardised rate,%,2014,DE,Germany,38.72296870564878,Distribution by age (travel associated cases),5-14,1.45631067
18625,Dengue,Travel-associated cases,Age standardised rate,%,2014,DE,Germany,38.72296870564878,Distribution by age (travel associated cases),15-24,22.33009708
18626,Dengue,Travel-associated cases,Age standardised rate,%,2014,DE,Germany,38.72296870564878,Distribution by age (travel associated cases),25-44,48.05825242
1792,Dengue,All cases,Age standardised rate,%,2014,BE,Belgium,38.72296870564878,Distribution by gender,Female,50.9090909
1793,Dengue,All cases,Age standardised rate,%,2014,BE,Belgium,38.72296870564878,Distribution by travel associated,Yes,85.45454545
1794,Dengue,All cases,Age standardised rate,%,2014,BE,Belgium,38.72296870564878,Distribution by travel associated,No,0.0
1796,Dengue,All cases,Age standardised rate,%,2014,CZ,Czechia,38.72296870564878,Distribution by age,0-4,13.220677757717878
1797,Dengue,All cases,Age standardised rate,%,2014,CZ,Czechia,38.72296870564878,Distribution by age,5-14,13.220677757717878
1798,Dengue,All cases,Age standardised rate,%,2014,CZ,Czechia,38.72296870564878,Distribution by age,15-24,13.220677757717878
1799,Dengue,All cases,Age standardised rate,%,2014,CZ,Czechia,38.72296870564878,Distribution by age,25-44,13.220677757717878
1802,Dengue,All cases,Age standardised rate,%,2014,CZ,Czechia,38.72296870564878,Distribution by gender,Male,13.220677757717878
1803,Dengue,All cases,Age standardised rate,%,2014,CZ,Czechia,38.72296870564878,Distribution by gender,Female,13.220677757717878
1774,Dengue,All cases,Age standardised rate,%,2014,AT,Austria,38.72296870564878,Distribution by age,0-4,0.0
1775,Dengue,All cases,Age standardised rate,%,2014,AT,Austria,38.72296870564878,Distribution by age,5-14,1.09890109
1776,Dengue,All cases,Age standardised rate,%,2014,AT,Austria,38.72296870564878,Distribution by age,15-24,14.28571428
1777,Dengue,All cases,Age standardised rate,%,2014,AT,Austria,38.72296870564878,Distribution by age,25-44,51.64835164
1778,Dengue,All cases,Age standardised rate,%,2014,AT,Austria,38.72296870564878,Distribution by age,45-64,25.27472527
1779,Dengue,All cases,Age standardised rate,%,2014,AT,Austria,38.72296870564878,Distribution by age,65+,7.69230769
1810,Dengue,All cases,Age standardised rate,%,2014,DE,Germany,38.72296870564878,Distribution by age,25-44,48.08306709
1811,Dengue,All cases,Age standardised rate,%,2014,DE,Germany,38.72296870564878,Distribution by age,45-64,23.3226837
1812,Dengue,All cases,Age standardised rate,%,2014,DE,Germany,38.72296870564878,Distribution by age,65+,4.79233226
1813,Dengue,All cases,Age standardised rate,%,2014,DE,Germany,38.72296870564878,Distribution by gender,Male,52.64
1814,Dengue,All cases,Age standardised rate,%,2014,DE,Germany,38.72296870564878,Distribution by gender,Female,47.36
1815,Dengue,All cases,Age standardised rate,%,2014,DE,Germany,38.72296870564878,Distribution by travel associated,Yes,98.72204472
1785,Dengue,All cases,Age standardised rate,%,2014,BE,Belgium,38.72296870564878,Distribution by age,0-4,0.9090909
1818,Dengue,All cases,Age standardised rate,%,2014,DK,Denmark,38.72296870564878,Distribution by age,0-4,2.15053763
1819,Dengue,All cases,Age standardised rate,%,2014,DK,Denmark,38.72296870564878,Distribution by age,5-14,4.30107526
1786,Dengue,All cases,Age standardised rate,%,2014,BE,Belgium,38.72296870564878,Distribution by age,5-14,4.54545454
1787,Dengue,All cases,Age standardised rate,%,2014,BE,Belgium,38.72296870564878,Distribution by age,15-24,17.27272727
1788,Dengue,All cases,Age standardised rate,%,2014,BE,Belgium,38.72296870564878,Distribution by age,25-44,47.27272727
1789,Dengue,All cases,Age standardised rate,%,2014,BE,Belgium,38.72296870564878,Distribution by age,45-64,24.54545454
1790,Dengue,All cases,Age standardised rate,%,2014,BE,Belgium,38.72296870564878,Distribution by age,65+,5.45454545
1791,Dengue,All cases,Age standardised rate,%,2014,BE,Belgium,38.72296870564878,Distribution by gender,Male,49.09090909
1826,Dengue,All cases,Age standardised rate,%,2014,DK,Denmark,38.72296870564878,Distribution by travel associated,Yes,0.0
1827,Dengue,All cases,Age standardised rate,%,2014,DK,Denmark,38.72296870564878,Distribution by travel associated,No,0.0
1829,Dengue,All cases,Age standardised rate,%,2014,EE,Estonia,38.72296870564878,Distribution by age,0-4,0.0
1830,Dengue,All cases,Age standardised rate,%,2014,EE,Estonia,38.72296870564878,Distribution by age,5-14,0.0
1831,Dengue,All cases,Age standardised rate,%,2014,EE,Estonia,38.72296870564878,Distribution by age,15-24,0.0
1800,Dengue,All cases,Age standardised rate,%,2014,CZ,Czechia,38.72296870564878,Distribution by age,45-64,13.220677757717878
1801,Dengue,All cases,Age standardised rate,%,2014,CZ,Czechia,38.72296870564878,Distribution by age,65+,13.220677757717878
1834,Dengue,All cases,Age standardised rate,%,2014,EE,Estonia,38.72296870564878,Distribution by age,65+,0.0
1835,Dengue,All cases,Age standardised rate,%,2014,EE,Estonia,38.72296870564878,Distribution by gender,Male,44.44444444
1804,Dengue,All cases,Age standardised rate,%,2014,CZ,Czechia,38.72296870564878,Distribution by travel associated,Yes,13.220677757717878
1805,Dengue,All cases,Age standardised rate,%,2014,CZ,Czechia,38.72296870564878,Distribution by travel associated,No,13.220677757717878
1807,Dengue,All cases,Age standardised rate,%,2014,DE,Germany,38.72296870564878,Distribution by age,0-4,0.1597444
1808,Dengue,All cases,Age standardised rate,%,2014,DE,Germany,38.72296870564878,Distribution by age,5-14,1.43769968
1809,Dengue,All cases,Age standardised rate,%,2014,DE,Germany,38.72296870564878,Distribution by age,15-24,22.20447284
1842,Dengue,All cases,Age standardised rate,%,2014,EL,Greece,38.72296870564878,Distribution by age,15-24,0.0
1843,Dengue,All cases,Age standardised rate,%,2014,EL,Greece,38.72296870564878,Distribution by age,25-44,50.0
1844,Dengue,All cases,Age standardised rate,%,2014,EL,Greece,38.72296870564878,Distribution by age,45-64,50.0
1845,Dengue,All cases,Age standardised rate,%,2014,EL,Greece,38.72296870564878,Distribution by age,65+,0.0
1846,Dengue,All cases,Age standardised rate,%,2014,EL,Greece,38.72296870564878,Distribution by gender,Male,75.0
1847,Dengue,All cases,Age standardised rate,%,2014,EL,Greece,38.72296870564878,Distribution by gender,Female,25.0
1816,Dengue,All cases,Age standardised rate,%,2014,DE,Germany,38.72296870564878,Distribution by travel associated,No,0.0
1851,Dengue,All cases,Age standardised rate,%,2014,ES,Spain,38.72296870564878,Distribution by age,0-4,13.220677757717878
1820,Dengue,All cases,Age standardised rate,%,2014,DK,Denmark,38.72296870564878,Distribution by age,15-24,25.80645161
1821,Dengue,All cases,Age standardised rate,%,2014,DK,Denmark,38.72296870564878,Distribution by age,25-44,35.48387096
1822,Dengue,All cases,Age standardised rate,%,2014,DK,Denmark,38.72296870564878,Distribution by age,45-64,29.03225806
1823,Dengue,All cases,Age standardised rate,%,2014,DK,Denmark,38.72296870564878,Distribution by age,65+,3.22580645
1824,Dengue,All cases,Age standardised rate,%,2014,DK,Denmark,38.72296870564878,Distribution by gender,Male,40.86021505
1825,Dengue,All cases,Age standardised rate,%,2014,DK,Denmark,38.72296870564878,Distribution by gender,Female,59.13978494
1858,Dengue,All cases,Age standardised rate,%,2014,ES,Spain,38.72296870564878,Distribution by gender,Female,13.220677757717878
1859,Dengue,All cases,Age standardised rate,%,2014,ES,Spain,38.72296870564878,Distribution by travel associated,Yes,13.220677757717878
1860,Dengue,All cases,Age standardised rate,%,2014,ES,Spain,38.72296870564878,Distribution by travel associated,No,13.220677757717878
1862,Dengue,All cases,Age standardised rate,%,2014,EU27_21,EU (without UK),38.72296870564878,Distribution by age,0-4,0.27894
1863,Dengue,All cases,Age standardised rate,%,2014,EU27_21,EU (without UK),38.72296870564878,Distribution by age,5-14,2.23152
1832,Dengue,All cases,Age standardised rate,%,2014,EE,Estonia,38.72296870564878,Distribution by age,25-44,88.88888888
1833,Dengue,All cases,Age standardised rate,%,2014,EE,Estonia,38.72296870564878,Distribution by age,45-64,11.11111111
1866,Dengue,All cases,Age standardised rate,%,2014,EU27_21,EU (without UK),38.72296870564878,Distribution by age,45-64,25.174337
1867,Dengue,All cases,Age standardised rate,%,2014,EU27_21,EU (without UK),38.72296870564878,Distribution by age,65+,4.811715
1836,Dengue,All cases,Age standardised rate,%,2014,EE,Estonia,38.72296870564878,Distribution by gender,Female,55.55555555
1837,Dengue,All cases,Age standardised rate,%,2014,EE,Estonia,38.72296870564878,Distribution by travel associated,Yes,100.0
1838,Dengue,All cases,Age standardised rate,%,2014,EE,Estonia,38.72296870564878,Distribution by travel associated,No,0.0
1840,Dengue,All cases,Age standardised rate,%,2014,EL,Greece,38.72296870564878,Distribution by age,0-4,0.0
1841,Dengue,All cases,Age standardised rate,%,2014,EL,Greece,38.72296870564878,Distribution by age,5-14,0.0
1874,Dengue,All cases,Age standardised rate,%,2014,EU27_UK_21,EU (with UK until 2019),38.72296870564878,Distribution by age,5-14,2.155887
1875,Dengue,All cases,Age standardised rate,%,2014,EU27_UK_21,EU (with UK until 2019),38.72296870564878,Distribution by age,15-24,19.07131
1876,Dengue,All cases,Age standardised rate,%,2014,EU27_UK_21,EU (with UK until 2019),38.72296870564878,Distribution by age,25-44,48.424543
1877,Dengue,All cases,Age standardised rate,%,2014,EU27_UK_21,EU (with UK until 2019),38.72296870564878,Distribution by age,45-64,25.041459
1878,Dengue,All cases,Age standardised rate,%,2014,EU27_UK_21,EU (with UK until 2019),38.72296870564878,Distribution by age,65+,5.030403
1879,Dengue,All cases,Age standardised rate,%,2014,EU27_UK_21,EU (with UK until 2019),38.72296870564878,Distribution by gender,Male,51.908396
1848,Dengue,All cases,Age standardised rate,%,2014,EL,Greece,38.72296870564878,Distribution by travel associated,Yes,100.0
1849,Dengue,All cases,Age standardised rate,%,2014,EL,Greece,38.72296870564878,Distribution by travel associated,No,0.0
1882,Dengue,All cases,Age standardised rate,%,2014,EU27_UK_21,EU (with UK until 2019),38.72296870564878,Distribution by travel associated,No,0.203148
1852,Dengue,All cases,Age standardised rate,%,2014,ES,Spain,38.72296870564878,Distribution by age,5-14,13.220677757717878
1853,Dengue,All cases,Age standardised rate,%,2014,ES,Spain,38.72296870564878,Distribution by age,15-24,13.220677757717878
1854,Dengue,All cases,Age standardised rate,%,2014,ES,Spain,38.72296870564878,Distribution by age,25-44,13.220677757717878
1855,Dengue,All cases,Age standardised rate,%,2014,ES,Spain,38.72296870564878,Distribution by age,45-64,13.220677757717878
1856,Dengue,All cases,Age standardised rate,%,2014,ES,Spain,38.72296870564878,Distribution by age,65+,13.220677757717878
1857,Dengue,All cases,Age standardised rate,%,2014,ES,Spain,38.72296870564878,Distribution by gender,Male,13.220677757717878
1890,Dengue,All cases,Age standardised rate,%,2014,EUEEA30_21,EU/EEA (without UK),38.72296870564878,Distribution by gender,Male,51.469706
1891,Dengue,All cases,Age standardised rate,%,2014,EUEEA30_21,EU/EEA (without UK),38.72296870564878,Distribution by gender,Female,48.530293
1892,Dengue,All cases,Age standardised rate,%,2014,EUEEA30_21,EU/EEA (without UK),38.72296870564878,Distribution by travel associated,Yes,89.195678
1893,Dengue,All cases,Age standardised rate,%,2014,EUEEA30_21,EU/EEA (without UK),38.72296870564878,Distribution by travel associated,No,0.240096
1895,Dengue,All cases,Age standardised rate,%,2014,EUEEAUK_21,EU/EEA (with UK until 2019),38.72296870564878,Distribution by age,0-4,0.318809
1864,Dengue,All cases,Age standardised rate,%,2014,EU27_21,EU (without UK),38.72296870564878,Distribution by age,15-24,18.758716
1865,Dengue,All cases,Age standardised rate,%,2014,EU27_21,EU (without UK),38.72296870564878,Distribution by age,25-44,48.744769
1898,Dengue,All cases,Age standardised rate,%,2014,EUEEAUK_21,EU/EEA (with UK until 2019),38.72296870564878,Distribution by age,25-44,48.193411
1899,Dengue,All cases,Age standardised rate,%,2014,EUEEAUK_21,EU/EEA (with UK until 2019),38.72296870564878,Distribution by age,45-64,25.292242
1868,Dengue,All cases,Age standardised rate,%,2014,EU27_21,EU (without UK),38.72296870564878,Distribution by gender,Male,51.505646
1869,Dengue,All cases,Age standardised rate,%,2014,EU27_21,EU (without UK),38.72296870564878,Distribution by gender,Female,48.494353
1870,Dengue,All cases,Age standardised rate,%,2014,EU27_21,EU (without UK),38.72296870564878,Distribution by travel associated,Yes,88.700564
1871,Dengue,All cases,Age standardised rate,%,2014,EU27_21,EU (without UK),38.72296870564878,Distribution by travel associated,No,0.251098
1873,Dengue,All cases,Age standardised rate,%,2014,EU27_UK_21,EU (with UK until 2019),38.72296870564878,Distribution by age,0-4,0.276395
1906,Dengue,All cases,Age standardised rate,%,2014,FI,Finland,38.72296870564878,Distribution by age,0-4,0.0
1907,Dengue,All cases,Age standardised rate,%,2014,FI,Finland,38.72296870564878,Distribution by age,5-14,0.0
1908,Dengue,All cases,Age standardised rate,%,2014,FI,Finland,38.72296870564878,Distribution by age,15-24,10.52631578
1909,Dengue,All cases,Age standardised rate,%,2014,FI,Finland,38.72296870564878,Distribution by age,25-44,57.89473684
1910,Dengue,All cases,Age standardised rate,%,2014,FI,Finland,38.72296870564878,Distribution by age,45-64,26.31578947
1911,Dengue,All cases,Age standardised rate,%,2014,FI,Finland,38.72296870564878,Distribution by age,65+,5.26315789
1880,Dengue,All cases,Age standardised rate,%,2014,EU27_UK_21,EU (with UK until 2019),38.72296870564878,Distribution by gender,Female,48.091603
1881,Dengue,All cases,Age standardised rate,%,2014,EU27_UK_21,EU (with UK until 2019),38.72296870564878,Distribution by travel associated,Yes,90.858303
1914,Dengue,All cases,Age standardised rate,%,2014,FI,Finland,38.72296870564878,Distribution by travel associated,Yes,0.0
1915,Dengue,All cases,Age standardised rate,%,2014,FI,Finland,38.72296870564878,Distribution by travel associated,No,0.0
1884,Dengue,All cases,Age standardised rate,%,2014,EUEEA30_21,EU/EEA (without UK),38.72296870564878,Distribution by age,0-4,0.331784
1885,Dengue,All cases,Age standardised rate,%,2014,EUEEA30_21,EU/EEA (without UK),38.72296870564878,Distribution by age,5-14,2.388852
1886,Dengue,All cases,Age standardised rate,%,2014,EUEEA30_21,EU/EEA (without UK),38.72296870564878,Distribution by age,15-24,18.712674
1887,Dengue,All cases,Age standardised rate,%,2014,EUEEA30_21,EU/EEA (without UK),38.72296870564878,Distribution by age,25-44,48.44061
1888,Dengue,All cases,Age standardised rate,%,2014,EUEEA30_21,EU/EEA (without UK),38.72296870564878,Distribution by age,45-64,25.481088
1889,Dengue,All cases,Age standardised rate,%,2014,EUEEA30_21,EU/EEA (without UK),38.72296870564878,Distribution by age,65+,4.64499
1922,Dengue,All cases,Age standardised rate,%,2014,FR,France,38.72296870564878,Distribution by age,65+,13.220677757717878
1923,Dengue,All cases,Age standardised rate,%,2014,FR,France,38.72296870564878,Distribution by gender,Male,52.31607629
1924,Dengue,All cases,Age standardised rate,%,2014,FR,France,38.72296870564878,Distribution by gender,Female,47.6839237
1925,Dengue,All cases,Age standardised rate,%,2014,FR,France,38.72296870564878,Distribution by travel associated,Yes,98.91008174
1926,Dengue,All cases,Age standardised rate,%,2014,FR,France,38.72296870564878,Distribution by travel associated,No,1.08991825
1896,Dengue,All cases,Age standardised rate,%,2014,EUEEAUK_21,EU/EEA (with UK until 2019),38.72296870564878,Distribution by age,5-14,2.284803
1897,Dengue,All cases,Age standardised rate,%,2014,EUEEAUK_21,EU/EEA (with UK until 2019),38.72296870564878,Distribution by age,15-24,19.022316
1930,Dengue,All cases,Age standardised rate,%,2014,HR,Croatia,38.72296870564878,Distribution by age,15-24,0.0
1931,Dengue,All cases,Age standardised rate,%,2014,HR,Croatia,38.72296870564878,Distribution by age,25-44,50.0
1900,Dengue,All cases,Age standardised rate,%,2014,EUEEAUK_21,EU/EEA (with UK until 2019),38.72296870564878,Distribution by age,65+,4.888416
1901,Dengue,All cases,Age standardised rate,%,2014,EUEEAUK_21,EU/EEA (with UK until 2019),38.72296870564878,Distribution by gender,Male,51.864573
1902,Dengue,All cases,Age standardised rate,%,2014,EUEEAUK_21,EU/EEA (with UK until 2019),38.72296870564878,Distribution by gender,Female,48.135426
1903,Dengue,All cases,Age standardised rate,%,2014,EUEEAUK_21,EU/EEA (with UK until 2019),38.72296870564878,Distribution by travel associated,Yes,91.185112
1904,Dengue,All cases,Age standardised rate,%,2014,EUEEAUK_21,EU/EEA (with UK until 2019),38.72296870564878,Distribution by travel associated,No,0.195886
1939,Dengue,All cases,Age standardised rate,%,2014,HU,Hungary,38.72296870564878,Distribution by age,0-4,0.0
1940,Dengue,All cases,Age standardised rate,%,2014,HU,Hungary,38.72296870564878,Distribution by age,5-14,0.0
1941,Dengue,All cases,Age standardised rate,%,2014,HU,Hungary,38.72296870564878,Distribution by age,15-24,16.66666666
1942,Dengue,All cases,Age standardised rate,%,2014,HU,Hungary,38.72296870564878,Distribution by age,25-44,50.0
1943,Dengue,All cases,Age standardised rate,%,2014,HU,Hungary,38.72296870564878,Distribution by age,45-64,33.33333333
1912,Dengue,All cases,Age standardised rate,%,2014,FI,Finland,38.72296870564878,Distribution by gender,Male,44.7368421
1913,Dengue,All cases,Age standardised rate,%,2014,FI,Finland,38.72296870564878,Distribution by gender,Female,55.26315789
1946,Dengue,All cases,Age standardised rate,%,2014,HU,Hungary,38.72296870564878,Distribution by gender,Female,0.0
1947,Dengue,All cases,Age standardised rate,%,2014,HU,Hungary,38.72296870564878,Distribution by travel associated,Yes,100.0
1917,Dengue,All cases,Age standardised rate,%,2014,FR,France,38.72296870564878,Distribution by age,0-4,13.220677757717878
1918,Dengue,All cases,Age standardised rate,%,2014,FR,France,38.72296870564878,Distribution by age,5-14,13.220677757717878
1919,Dengue,All cases,Age standardised rate,%,2014,FR,France,38.72296870564878,Distribution by age,15-24,13.220677757717878
1920,Dengue,All cases,Age standardised rate,%,2014,FR,France,38.72296870564878,Distribution by age,25-44,13.220677757717878
1921,Dengue,All cases,Age standardised rate,%,2014,FR,France,38.72296870564878,Distribution by age,45-64,13.220677757717878
1954,Dengue,All cases,Age standardised rate,%,2014,IE,Ireland,38.72296870564878,Distribution by age,45-64,14.28571428
1955,Dengue,All cases,Age standardised rate,%,2014,IE,Ireland,38.72296870564878,Distribution by age,65+,4.76190476
1956,Dengue,All cases,Age standardised rate,%,2014,IE,Ireland,38.72296870564878,Distribution by gender,Male,61.9047619
1957,Dengue,All cases,Age standardised rate,%,2014,IE,Ireland,38.72296870564878,Distribution by gender,Female,38.09523809
1958,Dengue,All cases,Age standardised rate,%,2014,IE,Ireland,38.72296870564878,Distribution by travel associated,Yes,66.66666666
1959,Dengue,All cases,Age standardised rate,%,2014,IE,Ireland,38.72296870564878,Distribution by travel associated,No,0.0
1928,Dengue,All cases,Age standardised rate,%,2014,HR,Croatia,38.72296870564878,Distribution by age,0-4,0.0
1929,Dengue,All cases,Age standardised rate,%,2014,HR,Croatia,38.72296870564878,Distribution by age,5-14,0.0
1962,Dengue,All cases,Age standardised rate,%,2014,IS,Iceland,38.72296870564878,Distribution by age,5-14,13.220677757717878
1963,Dengue,All cases,Age standardised rate,%,2014,IS,Iceland,38.72296870564878,Distribution by age,15-24,13.220677757717878
1932,Dengue,All cases,Age standardised rate,%,2014,HR,Croatia,38.72296870564878,Distribution by age,45-64,50.0
1933,Dengue,All cases,Age standardised rate,%,2014,HR,Croatia,38.72296870564878,Distribution by age,65+,0.0
1934,Dengue,All cases,Age standardised rate,%,2014,HR,Croatia,38.72296870564878,Distribution by gender,Male,50.0
1935,Dengue,All cases,Age standardised rate,%,2014,HR,Croatia,38.72296870564878,Distribution by gender,Female,50.0
1936,Dengue,All cases,Age standardised rate,%,2014,HR,Croatia,38.72296870564878,Distribution by travel associated,Yes,13.220677757717878
1937,Dengue,All cases,Age standardised rate,%,2014,HR,Croatia,38.72296870564878,Distribution by travel associated,No,13.220677757717878
1970,Dengue,All cases,Age standardised rate,%,2014,IS,Iceland,38.72296870564878,Distribution by travel associated,No,13.220677757717878
1972,Dengue,All cases,Age standardised rate,%,2014,IT,Italy,38.72296870564878,Distribution by age,0-4,0.0
1973,Dengue,All cases,Age standardised rate,%,2014,IT,Italy,38.72296870564878,Distribution by age,5-14,2.53164556
1974,Dengue,All cases,Age standardised rate,%,2014,IT,Italy,38.72296870564878,Distribution by age,15-24,13.92405063
1975,Dengue,All cases,Age standardised rate,%,2014,IT,Italy,38.72296870564878,Distribution by age,25-44,60.75949367
1944,Dengue,All cases,Age standardised rate,%,2014,HU,Hungary,38.72296870564878,Distribution by age,65+,0.0
1945,Dengue,All cases,Age standardised rate,%,2014,HU,Hungary,38.72296870564878,Distribution by gender,Male,100.0
1978,Dengue,All cases,Age standardised rate,%,2014,IT,Italy,38.72296870564878,Distribution by gender,Male,54.43037974
1979,Dengue,All cases,Age standardised rate,%,2014,IT,Italy,38.72296870564878,Distribution by gender,Female,45.56962025
1948,Dengue,All cases,Age standardised rate,%,2014,HU,Hungary,38.72296870564878,Distribution by travel associated,No,0.0
1950,Dengue,All cases,Age standardised rate,%,2014,IE,Ireland,38.72296870564878,Distribution by age,0-4,0.0
1951,Dengue,All cases,Age standardised rate,%,2014,IE,Ireland,38.72296870564878,Distribution by age,5-14,0.0
1952,Dengue,All cases,Age standardised rate,%,2014,IE,Ireland,38.72296870564878,Distribution by age,15-24,14.28571428
1953,Dengue,All cases,Age standardised rate,%,2014,IE,Ireland,38.72296870564878,Distribution by age,25-44,66.66666666
1986,Dengue,All cases,Age standardised rate,%,2014,LT,Lithuania,38.72296870564878,Distribution by age,25-44,0.0
1987,Dengue,All cases,Age standardised rate,%,2014,LT,Lithuania,38.72296870564878,Distribution by age,45-64,100.0
1988,Dengue,All cases,Age standardised rate,%,2014,LT,Lithuania,38.72296870564878,Distribution by age,65+,0.0
1989,Dengue,All cases,Age standardised rate,%,2014,LT,Lithuania,38.72296870564878,Distribution by gender,Male,66.66666666
1990,Dengue,All cases,Age standardised rate,%,2014,LT,Lithuania,38.72296870564878,Distribution by gender,Female,33.33333333
1991,Dengue,All cases,Age standardised rate,%,2014,LT,Lithuania,38.72296870564878,Distribution by travel associated,Yes,100.0
1961,Dengue,All cases,Age standardised rate,%,2014,IS,Iceland,38.72296870564878,Distribution by age,0-4,13.220677757717878
1994,Dengue,All cases,Age standardised rate,%,2014,LU,Luxembourg,38.72296870564878,Distribution by age,0-4,13.220677757717878
1995,Dengue,All cases,Age standardised rate,%,2014,LU,Luxembourg,38.72296870564878,Distribution by age,5-14,13.220677757717878
1964,Dengue,All cases,Age standardised rate,%,2014,IS,Iceland,38.72296870564878,Distribution by age,25-44,13.220677757717878
1965,Dengue,All cases,Age standardised rate,%,2014,IS,Iceland,38.72296870564878,Distribution by age,45-64,13.220677757717878
1966,Dengue,All cases,Age standardised rate,%,2014,IS,Iceland,38.72296870564878,Distribution by age,65+,13.220677757717878
1967,Dengue,All cases,Age standardised rate,%,2014,IS,Iceland,38.72296870564878,Distribution by gender,Male,13.220677757717878
1968,Dengue,All cases,Age standardised rate,%,2014,IS,Iceland,38.72296870564878,Distribution by gender,Female,13.220677757717878
1969,Dengue,All cases,Age standardised rate,%,2014,IS,Iceland,38.72296870564878,Distribution by travel associated,Yes,13.220677757717878
2002,Dengue,All cases,Age standardised rate,%,2014,LU,Luxembourg,38.72296870564878,Distribution by travel associated,Yes,13.220677757717878
2003,Dengue,All cases,Age standardised rate,%,2014,LU,Luxembourg,38.72296870564878,Distribution by travel associated,No,13.220677757717878
2005,Dengue,All cases,Age standardised rate,%,2014,LV,Latvia,38.72296870564878,Distribution by age,0-4,0.0
2006,Dengue,All cases,Age standardised rate,%,2014,LV,Latvia,38.72296870564878,Distribution by age,5-14,0.0
2007,Dengue,All cases,Age standardised rate,%,2014,LV,Latvia,38.72296870564878,Distribution by age,15-24,0.0
1976,Dengue,All cases,Age standardised rate,%,2014,IT,Italy,38.72296870564878,Distribution by age,45-64,21.51898734
1977,Dengue,All cases,Age standardised rate,%,2014,IT,Italy,38.72296870564878,Distribution by age,65+,1.26582278
